gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charge_ratio,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_60+
1,1,1,0,-1.0798743414126382,1,Month-to-month,1,Electronic check,1.0265597340971593,-0.7587906291973903,0.05543252293222356,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
1,1,1,0,-1.2846046672683313,0,Month-to-month,0,Electronic check,-0.8197738763427618,-0.9947437726358922,3.0438640550747085,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,1,0.5579682654329069,1,One year,0,Bank transfer (automatic),0.8670205562373643,0.8610406358081695,-0.48059205642954667,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,0,0,0,-0.5066294290166974,1,Month-to-month,1,Bank transfer (automatic),1.440364476671003,-0.03797378701280407,-0.37860202682421795,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,1,0,0,-0.5066294290166974,1,Month-to-month,1,Credit card (automatic),0.6958483133252922,-0.2485648973218932,-0.37652841026626505,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,1,0,0,0.18945367889265924,1,Month-to-month,1,Electronic check,0.37843182404174147,0.24410420481972983,-0.460788625902313,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,-0.3428451683321429,1,Two year,1,Mailed check,-1.5011391151189704,-0.7940365584112383,-0.41288762782475275,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,-0.13811484247644978,1,Month-to-month,0,Credit card (automatic),0.9899986725042899,0.15901867432105535,-0.4279528883128417,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,0,1,0,-0.4656833638455588,1,Month-to-month,1,Bank transfer (automatic),1.3140626275319989,-0.03949948909295174,-0.38469377586912934,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False
1,0,1,1,-0.547575494187836,1,Month-to-month,0,Electronic check,1.2775015659391287,-0.12244019202967932,-0.3703967145380719,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False
0,0,0,0,0.8855367868020159,1,Two year,0,Electronic check,0.5230142039771807,0.8890560638595779,-0.4906475327623475,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,0,-1.2436586020971927,1,One year,0,Credit card (automatic),-1.5144340466072868,-1.0000063392311842,1.8729729847551997,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,1,0,-0.22000697281872703,1,Month-to-month,1,Bank transfer (automatic),1.3107388946599194,0.25569069597911265,-0.42558049264824427,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False
1,0,0,0,0.5579682654329069,0,Two year,1,Bank transfer (automatic),-0.1367467711305138,0.26703395927064594,-0.48234202845471147,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,0,-0.5885215593589747,1,Month-to-month,0,Mailed check,-1.50280098155501,-0.8392990534556215,-0.375051866189975,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,1,1,0.8036446564597386,1,Two year,0,Mailed check,-1.4961535158108519,-0.5391116412804645,-0.49144018237719816,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,1,1,0.435130069919491,1,Month-to-month,0,Electronic check,-0.2896384832461509,0.09275013614420319,-0.47691831710227034,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0,0,0,-1.202712536926054,1,Month-to-month,0,Mailed check,-1.4928297829387727,-0.9868720343673038,0.6889985382787917,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0,0,0,-1.1617664717549154,1,Month-to-month,1,Credit card (automatic),-0.666882164227125,-0.9346001544039809,0.3739026183760754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,-1.0798743414126382,1,Month-to-month,1,Credit card (automatic),0.6210643237035132,-0.8013333944467276,0.08496373649969417,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,0,0.10756154855038198,1,Month-to-month,1,Electronic check,1.1944082441371522,0.5076526554469908,-0.4515899095004895,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
0,0,1,1,1.4587816991979567,0,Two year,0,Credit card (automatic),-0.1517035690548697,0.8046117704670526,-0.5056740582216597,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,-1.1208204065837768,1,Month-to-month,1,Electronic check,1.0431783984575547,-0.7858994806504502,0.13248814004188325,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0,0,0,0,-1.202712536926054,1,Month-to-month,0,Electronic check,-0.673529629971283,-0.958259592458446,0.7717822005248253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,-1.1617664717549154,1,Month-to-month,0,Electronic check,0.26210117351897416,-0.8720021458692232,0.2830960230703497,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-1.1617664717549154,1,Two year,1,Credit card (automatic),-1.3150100742825428,-0.9608024292586923,0.23235788281722883,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,1,0,-1.2436586020971927,1,Month-to-month,0,Bank transfer (automatic),0.49310060812846934,-0.9395531582583735,1.2134013280661153,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,0,1,1,0.3122918744060751,1,Month-to-month,1,Credit card (automatic),1.5035154012405052,0.9638596890355178,-0.468892562781264,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
1,0,0,0,-0.9160900807280837,1,Month-to-month,1,Credit card (automatic),1.0049554704286452,-0.6299461941101304,-0.15431992346597098,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
1,1,0,0,-0.3428451683321429,1,Month-to-month,1,Electronic check,0.5196904711051018,-0.08894108113947886,-0.41756740568453615,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,1.6225659598825113,1,Two year,1,Bank transfer (automatic),1.4137746136943707,2.4142274650229276,-0.5086768469847991,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
0,0,1,0,-0.3428451683321429,1,Month-to-month,1,Credit card (automatic),1.144552251055966,0.0627004386525974,-0.4090806617587391,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
0,0,0,0,1.6225659598825113,1,Two year,0,Bank transfer (automatic),0.7224381763019246,1.7958758900760898,-0.5095039294821805,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,-1.2846046672683313,1,Month-to-month,1,Electronic check,-0.42092593169327386,-0.9894369827919,3.064084712233889,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,-0.5885215593589747,1,Month-to-month,1,Electronic check,0.7806035015633083,-0.2875698026752357,-0.3609287821938898,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-1.1617664717549154,0,Month-to-month,1,Electronic check,-0.8247594756508806,-0.9406808511002219,0.34512162465872565,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,0,0,0.1485076137215206,1,Month-to-month,1,Electronic check,0.863696823365285,0.3967407477075544,-0.4545997692660178,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0,0,0,-0.8751440155569451,1,Month-to-month,0,Electronic check,0.3451944953209508,-0.6195316190412957,-0.24746206515891517,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.2846046672683313,1,Month-to-month,1,Electronic check,0.15574172161244393,-0.9817642491424612,3.081157863840935,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,0.39418400474835236,1,Month-to-month,0,Electronic check,0.49974807387262754,0.45277160381037185,-0.4708256511558526,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,1,1,0,-0.6704136897012519,1,Month-to-month,1,Credit card (automatic),0.6808915154009363,-0.40438551411611323,-0.3307954707391715,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
